signal_strength_dbm,latency_ms,throughput_mbps,call_drop_rate,issue_status
-80.11409724741613,37.73521108098473,63.89078651587411,0.9096758487230244,0
-82.40732283131501,37.18672442881787,77.30516018918684,1.3815578138722617,0
-81.21315591460336,54.77530081055262,88.45120038248163,0.831614932026189,0
-78.46382159411675,42.537396614945735,79.27324655861064,0.3694582922164137,0
-83.42707393869678,33.5851309095569,99.07174618134194,1.4108900371254354,0
-77.17118985718403,40.768518829587684,58.05257956871902,1.6223871878908498,0
-71.3505882760526,51.61878302608191,62.14245341003283,1.355826428002389,0
-81.78538102015995,46.98828420202535,69.96276956923367,1.4594355902200609,0
-119.8195363164795,181.0304194574464,11.22872224048826,13.196598868142516,1
-77.97438402754878,45.11202599524981,50.766252187627444,1.6950831194796445,0
-72.37066943003505,31.94129933503811,61.27207072888326,1.381985315426369,0
-90.5782409321764,24.44104353796373,54.64188421525611,0.9844372152124504,0
-80.0478358478997,45.86693801475275,67.11885710131195,0.6506897874110938,0
-75.90828217223022,55.13449743242131,74.38262025246553,1.1562823356114094,0
-78.85340559188057,28.10588107132672,81.51232097633908,1.0929661511360693,0
-75.0609764962285,28.562737926793382,59.86176198713353,1.9175436996111177,0
-78.26135085862153,56.39964529371393,52.632287577084895,1.2064143217718426,0
-83.87943730545516,35.35382702701607,57.106282152238684,1.629792436171778,0
-73.97880261264785,30.960923585352102,65.56906753171403,1.4952110306257316,0
-82.63838634964505,32.37275221433786,47.32938698935429,1.169462164323812,0
-85.16770520796958,26.540203197532513,68.23094758184432,1.3107792368121052,0
-81.30608721936332,28.58310885866495,52.72357001086998,0.4923664040379062,0
-79.52818885810346,44.18398220888684,77.23251533666394,1.4550787344575917,0
-111.70626874454906,137.60155195637108,22.6090157583587,7.404560815242438,1
-81.3407767119551,47.42095372009307,81.44703850716326,1.432184931773287,0
-72.33401062526946,46.963874474567156,67.17331749645336,1.8627160545475392,0
-83.8243227638391,33.41883510924743,74.57990252964653,1.7748360094393734,0
-78.37052697682776,51.88913371474643,99.22477754808264,1.362170105007434,0
-83.73619711892356,52.62584103427182,74.18703191020404,1.6248059942581066,0
-87.68257611497769,24.291238479315005,45.60287684362028,0.8849875102330528,0
-109.00281240754934,178.52762193254893,11.33996700779369,9.724264807370158,1
-64.55984118050084,50.005823180429786,91.02404863755213,1.3169240128947992,0
-83.97574255367508,47.38810480887503,62.079540558249775,1.6788958072364528,0
-79.78841868816963,38.81931473008921,72.2581497678206,1.339633919108263,0
-83.33119716015919,44.38475738809727,78.70657432078379,1.2840076702662642,0
-82.89911877379625,27.888280707192187,99.08652080670322,0.8603846734035224,0
-81.75016249875966,62.10523001591351,59.98884153530089,0.8836224850574804,0
-84.7551244305962,46.628812686674124,92.13959524599665,0.8928384279518528,0
-79.83008974321723,38.36933036056236,59.41521420593116,1.740028029569655,0
-74.66221522625938,19.961376355932465,57.133277956060226,0.22521914112281638,0
-71.86255982857506,25.8628550309502,78.30936255900113,0.5710659220455561,0
-85.53299194506576,39.39339186185379,52.09422483830747,0.6548957966002851,0
-72.82972022645095,40.22465892812046,81.55816014974387,1.7900640868707638,0
-85.69639333299166,34.04338705956508,49.421842687340416,1.402106432638666,0
-83.35353108362953,28.191871846911553,64.9639423862172,0.506065724772099,0
-97.37753226916213,30.01939372685587,55.59029831073046,0.4773973677938872,0
-83.91997539544226,45.863640187550935,43.91649471232037,0.9685302439873709,0
-83.60130126295277,44.195324439070276,41.52795842956917,1.3215023610271999,0
-120.5695022084101,175.026458885197,10.716748994672166,6.696065235367922,1
-87.76808885432544,22.214124159934833,58.82264946554514,0.8791665899348088,0
-73.28255053139254,35.683796872819514,62.19006472390438,1.0471904444658435,0
-85.78954076348063,35.52678104341249,83.70337573302079,0.8094218109344429,0
-88.41110637675368,44.86501643826202,60.297054707414034,0.30681226732265665,0
-74.87950664731815,52.35811620006939,78.56026332141971,1.598350963535371,0
-72.92335927567228,16.370675644581617,64.52841244437835,0.16745847687183968,0
-86.95018813515526,55.33433701296325,56.54078767912635,1.796556472925514,0
-73.38018870790087,34.57326200265978,68.77210413410768,1.7029622558982083,0
-81.46493981174389,48.90383163519786,96.43765252713739,1.3454736821697426,0
-77.70838728661067,35.355957376906126,49.8410267010663,0.6814669632150019,0
-81.14203206850165,33.222550294751485,90.87044974641663,0.9050526217685545,0
-88.87113194220456,33.50722454933993,57.455378441729856,0.7944995681855775,0
-74.14672923726584,39.44230922342294,72.08003406378911,2.306265519698621,0
-66.25434456445555,26.473297141564657,53.6485403447611,1.534420065273109,0
-88.54848911728074,44.137990974514985,64.34784575279207,1.2234674510301848,0
-80.19876183724278,33.8234810456565,51.25588849154413,1.622901436281464,0
-85.73324264360255,39.758043936090836,33.18949771047401,0.8509001626944751,0
-104.86824244051716,247.74802658147223,6.861908890312776,5.806210430536058,1
-84.3544628789208,36.30389663956366,72.05066281052304,1.2136566899257193,0
-78.70124846250815,48.15737212539297,71.94777192901377,0.9358514766685104,0
-76.47885743719837,40.6447441481012,78.82702252965878,0.8889825972228093,0
-75.88369124000937,52.81016361735113,64.06993985950952,1.0700999296162437,0
-79.50629606434745,46.35418030209226,53.97044808977071,1.0245752849617626,0
-81.47232869601723,35.567177488084894,77.87676674984998,1.532351372666555,0
-78.19071594599832,26.881637676498404,69.91819286239036,1.1209230778138397,0
-81.55425287492422,34.02489805308358,51.1315382843285,0.4781978689151175,0
-70.97961018939709,25.76042847549855,52.75674133187053,1.710757696390932,0
-108.34275521600915,139.08070600250142,1.543368156713754,9.013460142454129,1
-92.06039451362687,151.94377310121203,22.295445786796165,3.4952458097180066,1
-84.49091921933932,71.93107567844861,77.212276431774,0.9104379451821267,0
-72.15714347430543,40.03046020153415,46.12242633986998,1.4606399525069071,0
-103.66182850707992,160.87549332282265,9.929118713171837,6.619107628141567,1
-108.86814971172998,124.3050323919337,24.495961932658787,7.278995592294918,1
-64.63949277038724,45.211224283793385,58.113645346715124,1.3383003827555904,0
-113.17320060616262,108.95097038280724,2.8107881085381408,8.947452461704735,1
-84.19835304795551,18.781451009914054,48.46561775245365,0.724544635156384,0
-108.99154010207089,130.73889624479395,8.753958805302604,4.06865228531581,1
-79.44943534078699,41.92049116490031,44.92091300415127,1.7958537485535324,0
-75.81066011831847,30.435636231819913,71.53963084250069,0.6539292032856334,0
-120.74532194461412,120.52049109568493,12.410229395805953,8.075536380736967,1
-69.9413761263483,56.95051040430753,63.97048930871797,1.1196844402372528,0
-83.37372517544584,52.477420726737336,69.07242966238472,1.567318772729665,0
-70.86125553638206,41.26379579546412,72.62402959511884,1.8173759570223975,0
-78.13455460641197,38.99845923520047,91.33213547473235,1.4576471608122337,0
-76.56450331186305,44.87872284871074,58.93403865224058,1.8550959540404484,0
-85.8890519062877,32.151016869177596,49.871679738856876,0.8303142962704818,0
-88.00415296950922,30.7048913980759,74.06181334382777,1.0000608806658142,0
-88.61517290707664,33.90217095680618,73.7303985062709,1.2788807196468848,0
-118.8876161368887,142.62450164051813,28.945983546018276,2.6925388524170772,1
-78.88127411138343,56.07345576019993,79.11965871151224,1.389883818020448,0
-78.51067648219798,25.424485005350697,50.59930557080804,1.3797378987735627,0
-102.21019200003963,138.86469145335954,15.825634873387251,7.43792783171195,1
-76.4413924521897,39.11637040794665,52.04175559115351,1.8033040774319575,0
-74.45219790252338,38.09096208272701,73.54640535797971,1.6687387462534624,0
-84.90932409940083,37.73515901150168,49.11638619415099,1.0267867469965501,0
-77.71881289396423,33.73282775410035,48.44495257204446,0.8665756415242181,0
-108.36066049967252,88.0548277696638,11.824701564876088,6.398039375213556,1
-112.95537658471852,147.73412073326057,12.54656163753548,5.79228213752609,1
-79.23137351053526,49.87334516589102,63.8383480891101,0.9017942960155602,0
-107.78022894127056,192.71301412962876,16.16353939914755,8.702248196760475,1
-89.76525462729897,34.64036554885952,63.256564353170624,0.7596229551986349,0
-116.64158398895677,144.67861763152013,11.414847697526259,5.2785416732093235,1
-75.44642846127941,38.441018220633325,60.53776698689225,1.2075914712702165,0
-75.03690050578386,37.90676322848134,48.320494613387545,1.4357711902091028,0
-78.06368863797147,54.92688568959522,48.04076997593711,1.758416887764977,0
-81.80662217353573,29.852432693071332,75.34561707867792,1.182496194996882,0
-70.69308814686487,42.98752908365686,72.23100091003079,0.9595831052440102,0
-82.82622983370993,33.97787939638219,27.056598834585458,0.9938896274877649,0
-79.7719791309908,54.19603004513637,68.78853268994935,0.8664054576112472,0
-111.17389875868697,134.0566043993675,11.378478879565316,1.9554441650240992,1
-82.52387193659216,49.92042349536523,79.52276990799291,1.9263083727430896,0
-78.95253312300896,39.90881003355796,83.67019371105181,1.8761013394335722,0
-112.99509268935023,68.77112937318593,10.99044519307475,6.212026637513759,1
-77.03581888230357,25.48824309948441,63.08517977722715,1.222781940570949,0
-80.53841416572337,55.805406865683736,54.36468563554264,1.5959296551940336,0
-85.03833105308466,42.00569197230943,78.11775611198783,1.8812814263562259,0
-87.20177844233466,43.996879517526416,48.655504439864174,2.004390427867187,0
-77.92106914461205,24.96919698240182,59.64990298730193,0.9654345728947955,0
-74.44293471481015,43.50630099273559,64.31731632048137,0.44988906927653194,0
-83.13633812311424,46.969544045107355,54.39661148018977,0.9882007091359114,0
-79.40209180947416,27.903052571588923,95.84815347244312,0.6001512358173459,0
-74.88539999122266,47.348777860498174,70.96890574920214,1.044846147307548,0
-79.09748656913854,46.659242520544616,71.52155096835337,1.2406392110280993,0
-83.14712159767865,27.65651128120078,35.49395444619272,1.779690521650261,0
-89.63867792154544,30.96298139269872,55.89702233214237,2.039337336686283,0
-101.50228016058973,173.9532637680098,17.050684648704078,7.273493294798461,1
-77.22737915442038,46.48280433843859,35.56061462491131,1.7959496672067865,0
-76.20330880336229,24.952796259689975,75.98738154169703,0.7768201400565136,0
-73.67718768779058,47.18953310665067,47.155000113644576,1.2797312534020646,0
-80.08098334842761,39.117179516487454,64.64671773688643,1.0820150063945142,0
-98.95078297337255,103.03670107021435,2.9827763479056646,6.469524919059595,1
-78.82067134093055,30.600968988911355,87.84857932568387,0.0,0
-76.15494283239794,40.19147777415752,87.33669662492434,1.8456369195079394,0
-83.59635587266413,51.48637349428715,55.25352159727599,2.0203072817441434,0
-87.69795334513142,40.34152417488025,49.09092400405099,0.6724461622597753,0
-110.69970841684494,173.67806438487924,9.048258570783101,5.1570979531421575,1
-88.87151747467905,35.7069777548274,73.15219068005139,2.1067038492577117,0
-82.15575254472236,38.52219681182528,61.82499527103235,0.9110396115836447,0
-111.50863875453149,107.43351887219865,8.330197579832646,3.6510610790935094,1
-111.13979985569503,129.99032260378743,18.71179400492527,6.781953160073073,1
-74.76525603031914,40.50887701856018,61.3597808478195,2.1725975371384667,0
-84.92409391011026,30.269310591184443,68.83075633511476,1.6116399578388525,0
-67.02047166016723,46.03187431082343,64.99529491082338,1.1652338568788652,0
-78.15620287474034,52.083662305931426,45.31671209852891,1.5552745511488926,0
-64.20570761097565,53.74438093170817,40.53086276808582,1.5579363723454798,0
-76.262900405915,30.466713917412875,38.356304998003225,1.4962836369236654,0
-80.24094770386606,37.659801408930186,71.00722079759493,1.9260588495912803,0
-68.7392251246516,24.158640569945103,44.96777646350163,0.8868423619084964,0
-67.63551245070808,41.13270410537764,60.81674908773865,2.2849682940402714,0
-80.67396829814498,52.96994546561109,71.12910961552652,0.7041516682798448,0
-81.34779889998215,30.757668557316954,51.22809524875137,0.8746700863158081,0
-83.38447178442037,25.3247473424756,91.94541234390445,1.5831214875202546,0
-78.71543753521878,60.13387247526623,64.35764928032637,1.3285994851779637,0
-88.44507016830693,53.10308746119608,54.00450506714016,0.18910068001902625,0
-71.14786269830269,37.96326249823034,88.59529587822284,0.7828590949826876,0
-83.31333826568583,42.62561329001925,82.80101930265997,0.42424387547053544,0
-87.17723974448403,30.793264069206337,46.43506366509053,1.3561891052332857,0
-80.37555876739714,45.01782736167545,67.9107791540881,1.2096906188490126,0
-84.21905855075532,40.895806812552486,38.72256789872421,2.2489696695662156,0
-104.50632928703575,108.1157576622479,16.7184372719749,4.358243289245365,1
-80.3571521363708,27.757017637106344,51.57395236585093,0.8053307471401627,0
-78.53020057334766,56.6125921454787,65.65272002965199,0.901512856639463,0
-109.10813834606765,96.67904529351222,12.203416342094025,6.132253074041622,1
-93.8115269884135,36.33175588185313,71.87580055327226,0.847635782194558,0
-111.21835231081333,155.77413303798596,11.037483708147914,7.368618128156207,1
-79.650747689324,52.00413907944426,83.00118434640292,0.7033206502090246,0
-116.30435498976898,174.5343828374608,8.29672652011223,7.0860817417007755,1
-78.88034526106185,30.056506253914876,50.26544629434028,1.3720269607817333,0
-79.843453698735,36.5680772450259,55.95769016324058,1.7125545762908867,0
-79.88948972486268,40.436024463724536,36.31617536870335,0.4285983908785501,0
-82.91218128697462,55.28468426412532,71.85920606922862,1.001160153192698,0
-76.97572090689293,36.46833707189312,68.308121405208,1.297421170135069,0
-83.61023967337638,34.425082149921664,73.469088888404,1.4982205687908763,0
-85.03530513933583,56.72572386837703,56.29920137944936,1.2035892334539708,0
-102.70458151978731,128.17732204791156,8.840809877423741,7.174032960784773,1
-96.5494153570493,159.553932030937,7.656211617193275,10.344531808195056,1
-86.71801936775687,51.92507512477975,44.94911841686104,1.1211265083842574,0
-87.09955107599465,44.84732817294475,39.441926197599216,1.6311117559434885,0
-78.97480737123234,60.740826697499735,62.909041990051485,0.8187403804267008,0
-81.03843094570321,18.466570801287556,85.64744675029307,2.002169554154298,0
-77.6390876874695,44.72406277880377,27.016308721704718,1.0731619612288095,0
-83.75337620905718,38.724508796224654,57.83531626093992,1.0756920731166613,0
-100.71956726068197,144.53433776174776,1.9729813650356096,5.909627510547356,1
-111.27947279352222,161.7827641800563,11.65775299888235,8.158693519513552,1
-107.34914527429413,146.75796947079883,8.322100372375862,6.437749030223827,1
-100.14696946644024,75.03888825985625,20.686778510747196,3.6664731864216047,1
-84.74284673267186,38.68743032907695,83.00392624608244,0.004021897843488054,0
-73.03503927572888,43.19651825918977,66.97891950157936,2.0326759588117653,0
-74.0940656091405,39.74425687808006,67.77065712171625,1.029700646545069,0
-81.40752280025089,43.216978061960134,70.10076941853336,1.0886396496116963,0
-80.3964787918839,39.805803941122676,51.66138757657514,1.735182580114965,0
-78.44166498967111,43.67287313401341,88.67177086343277,0.8323994826183767,0
-113.17839814781077,124.00622918380527,24.215241211090756,12.85454018494666,1
-79.37479337628875,41.60018225852788,69.81178588899026,1.5227938560870966,0
-85.9315466429055,35.86534838876724,52.769365575258185,0.6523647405785976,0
-73.43485088917431,40.188496229448475,65.51661517558762,1.204278040412175,0
-79.27981203969043,33.99576434261295,85.7679807139086,0.8335155504381204,0
-71.35236026560331,51.966314866456514,54.54842272355638,0.5048890374232686,0
-109.43939497550274,115.51485794557857,22.019536688427834,4.606884142766627,1
-85.93762892155148,29.09600922557154,67.85635834887587,2.1344089202719267,0
-73.52791499941223,59.764405845154855,67.1147404941809,1.087171809643874,0
-82.71383791549447,23.923389728819412,60.802844864344905,0.6115189436150159,0
-77.0120102525273,27.457105768307507,53.80132480189641,0.6488651297720722,0
-75.01798510073452,43.1917451041918,48.046944129891145,0.9916873471922687,0
-69.1943574025351,27.42422141085384,67.66625159402047,0.5854082010997919,0
-65.36148556196436,55.33727709916499,65.7749146527662,1.3247740947990385,0
-86.57765052137121,35.211625439915956,75.30598693788374,1.2693225918550421,0
-92.15085551994565,37.51308873816453,67.85953386897536,1.8188268787559991,0
-81.61924961176022,36.80946064333382,68.86628810214125,1.7486500937718543,0
-78.82087298179118,44.98221748496785,38.091612531981646,0.751833670703969,0
-100.50243649718037,203.62008855199227,1.54231481708001,8.667206409674696,1
-89.87239248174134,51.12688374989925,82.91888330770595,1.3921010360029482,0
-79.57060257668364,21.248275303542556,87.74591082880359,1.3978994243548735,0
-76.90971388216371,36.77320161157864,78.45599295330697,1.5274877921108447,0
-74.02239908331715,29.127540611371973,54.244757763080955,1.6113913904170012,0
-84.90161402592342,48.17889658025029,82.05971813547094,0.6029052994538553,0
-80.95963117978056,31.7311964596014,62.73743432649957,1.485253604177258,0
-78.01241941157862,32.949881442415915,72.495276654544,1.28024481198674,0
-76.33777840739921,39.96625542589048,80.35564319160471,0.7287209971040618,0
-108.1542440480299,67.95647842921785,21.409094577163955,9.331833040510446,1
-77.7055415228957,41.52354872033722,80.88092794825818,1.5401151042088146,0
-113.7827839420018,72.38759868587711,15.957899988494223,8.033288891871935,1
-116.65295057221324,126.14337069288665,7.557059362007049,5.066596218594681,1
-110.93604326860985,147.83788900152882,18.711299665531953,10.797469962710478,1
-79.92444559530924,45.15939217704099,71.82111368211702,0.2551753539519235,0
-100.57937182063934,119.14558755846531,18.29318485125217,5.963861961049886,1
-76.68506027349711,29.960426279185015,80.10700004709739,0.22531412233878834,0
-103.48837055848296,228.3599736106391,9.098297162667379,9.354369926368678,1
-103.88500878303586,158.74219404778387,12.642344717953781,9.045682943101529,1
-89.33977504114343,38.92697855995771,54.055962952888855,0.546315108884518,0
-83.9096020856349,34.16922561431062,69.66963010164328,0.48851253736916345,0
-77.11394460957972,37.88869761172305,58.23261712386502,1.3622293021762584,0
-85.3031446172068,26.528737104703033,55.89949557852055,1.1178323970573043,0
-108.99068027356864,105.44374446803607,10.77923315351817,8.706403090103109,1
-77.85732457092952,38.47530163619456,90.79066859310944,1.0032350720151355,0
-102.87019642724779,135.99449997837735,14.51255976076498,5.212507961832571,1
-85.87258229469384,32.03974143196511,46.37359136777563,0.4171759841972018,0
-84.12890207106634,36.307228607537965,74.60814402612161,0.45137117741067767,0
-80.1590832526953,48.17766299200287,73.2089719606695,0.5420920917862464,0
-117.38050449786755,99.44442060188341,10.900195742842817,7.904135676519342,1
-78.93379399440047,30.283432654587138,79.67633168042053,1.2785639594954703,0
-80.28626813685187,53.728484746765304,80.40479394979599,1.592001389655374,0
-79.82146316302553,32.55097355193551,71.5596978055844,1.6713942570700377,0
-119.7926730405847,179.07677872997465,11.872531324342548,6.362307289010538,1
-85.94835409673784,50.59936384046622,57.028181729611774,1.7519667733509534,0
-82.67301512840463,9.804878441791747,69.25626535492252,0.7497048237319691,0
-92.74337434585884,29.84178181021603,46.951987169162834,2.7760283672560426,0
-73.96224314471336,49.50307591973576,40.407737562118484,1.6456518434348777,0
-96.07128545358617,150.2269668870958,5.717054587858413,8.037586034903443,1
-74.77959361586747,42.30070759191402,90.68060426026838,1.4048180593419968,0
-86.03610428899822,36.27793223928947,94.43880785796192,1.0686702398419161,0
-70.80356652198454,32.527883208521764,52.93526360510012,2.1452203425778915,0
-104.46485238208363,92.06148621453936,9.013964859425764,7.081849497457846,1
-86.13675539119043,50.07513689836922,81.51984436603644,1.4126606541650553,0
-69.4712349080938,28.73232531090195,73.58585466763513,1.565977751254923,0
-79.54517265083764,43.23167714184781,73.44321290261533,1.6437519837070296,0
-90.55243691853869,48.52773675122219,59.50239469447922,1.6010642293090596,0
-103.20087177591108,181.1858369223473,6.8963204822883135,7.040834334425837,1
-71.78821065480591,50.80048065714649,90.56158274383236,1.0408812361286899,0
-79.66565052626784,39.014118677157384,57.35289960213676,1.3382907527955243,0
-78.69540276092167,57.95211355912322,51.848393281822325,1.4962651536588807,0
-69.48637733945826,37.90778126255472,73.29560128778537,0.7167060545073424,0
-76.30438635833441,38.90390196074169,71.29414958036178,1.095765894729796,0
-78.89098325783075,71.37748533659993,66.64112707749455,1.037965912395515,0
-89.11621979572408,45.65509645631544,55.132481692217944,1.017247031507367,0
-75.60415953670652,31.695555934434346,72.67249363042792,1.10456389022341,0
-76.35262094170076,37.714000846599816,64.19142726491391,0.9912848090052838,0
-74.3553728720707,32.41504665299931,45.597385621938564,1.0471946929230982,0
-95.90581885035807,29.09033569784802,68.37896175871325,0.6393781299528041,0
-75.95108304700038,35.90717561886896,108.02604583500153,1.3115765273738484,0
-78.66719737019773,40.012054753622245,53.41010832093764,1.1423878837239012,0
-103.03453239881279,87.8794790240754,18.061647521016095,6.753727129295465,1
-74.50758729378755,21.637946268967035,59.19304025315728,2.4425949583394457,0
-113.14581760507211,103.05627562667841,1.3236064169566752,7.322599085325391,1
-87.48669909178909,45.8857840442061,44.49293290309632,0.8357691891598286,0
-76.47009676109253,22.39191188019224,41.966418151893414,1.1189380122600707,0
-115.48478145628556,203.9583692111208,12.286951918708098,7.785827021096432,1
-73.59995186246508,46.22207144043402,84.15448079132281,0.905333884286319,0
-110.4214353033302,173.11041599149075,15.143763072460409,7.342938635180782,1
-89.50341694091433,60.236062192296394,72.58948330183797,0.9168027043926383,0
-83.91101664681295,47.9994190194205,78.14070188794692,1.144593719860456,0
-71.60386738048399,58.04348109786743,72.37144179080299,1.0920197398248839,0
-91.20359115555048,50.72507337309802,76.83585031063278,1.334647376290367,0
-65.22054732508829,45.578103063518626,61.175663096694535,0.13370218692258184,0
-82.05612556448209,36.919657158142584,68.03493194634203,0.5207129923712628,0
-66.37584285317362,47.60055963689602,69.33085494237535,0.907546173291115,0
-78.33985520401988,54.711703274936085,104.31189636544963,0.31446572345595436,0
-79.71560797210151,23.83689391563412,87.09006013626473,1.0058784732392305,0
-70.99544125619414,46.66312500909212,82.30385514975389,1.6307182628164023,0
-90.15774088517232,36.40231354210914,52.52067623758323,1.187883583065154,0
-76.32335656962458,46.06723059136183,69.84461755426503,1.9034673729458753,0
-85.80185685877528,38.19608318237592,68.18861045948323,1.1970226453936352,0
-91.71252679713501,49.325908318730896,69.74233935774167,1.468145454758595,0
-77.99325926007785,38.65720837813696,59.32988151472674,1.4088403761197004,0
-67.08090525493066,44.66429982433527,57.63269379286843,1.3778344742816147,0
-80.11782679356008,30.78140186874687,50.39931742959448,1.4430923957809694,0
-68.88633089294638,26.301970204209223,49.705034919618264,0.8828570761552984,0
-80.93406341235247,46.77875319530908,76.66111029146766,1.7638901253169492,0
-76.57465693584099,53.281941418490575,74.77282987009258,0.7030686625825733,0
-76.08606272951948,31.01215951676872,63.32736759285584,0.5036322639165017,0
-84.20072488963504,37.37109170791732,68.86963971831771,2.2375325196742706,0
-85.36764381331702,49.37570137626558,71.76837978977763,1.6380845835956164,0
-75.64540025660784,32.8084668075758,22.517666028341466,0.9591170144532624,0
-88.68808340249747,46.7286123596682,88.84758467271025,1.4504157955021058,0
-78.6566958543252,30.12820472848816,73.27611199866381,0.2980686037188175,0
-85.08076230841043,40.320041490657665,52.99942153403531,1.290531371385541,0
-78.73389519678429,57.32514999485092,47.57324234131454,1.2221793987578036,0
-86.12739690278428,41.01856295261987,44.51263766876842,1.308341559482143,0
-76.43147395000828,28.83475560051341,68.36509485167124,1.714706550477663,0
-109.95655224307573,173.58929540008435,4.925350713822911,3.1901110919787223,1
-91.98920410719265,54.01598592946429,64.27867239003841,1.8362850814642848,0
-82.36003287396416,30.979484456424895,50.93111635195402,0.5237456552796388,0
-83.10962130964188,49.56702316794584,53.500151183249784,1.8146073921485253,0
-73.70594464497867,36.6618051024399,77.83333488531068,0.5171912979049252,0
-77.93829026258923,42.33785911790748,53.24351501620406,1.5914368674742863,0
-104.67244072515592,157.86286436892107,12.220696999045408,11.196442949093495,1
-84.28610850815821,14.089577078550903,73.01943629183653,0.2155384287919584,0
-92.92034068162229,46.17005949576698,41.48210861951816,1.0718595878742136,0
-71.74575912013029,44.2097294438939,86.76502157197004,1.4479025105137855,0
-82.67710059928868,31.64857098369977,39.76011958815971,0.8253211552886112,0
-72.96362588444381,35.792382063189464,59.35548912612506,0.7294886496668105,0
-82.87249172998087,31.829113689318092,77.45287717793916,1.0075285557949594,0
-115.35436325279461,148.42395111477728,1.3561823033272233,6.894989862922696,1
-114.95512660915826,124.47546978889292,6.292893777672264,5.003118294246564,1
-92.70433573474722,127.06130612737076,24.508277527386095,9.454069194097745,1
-63.67898500046229,58.260097135469366,91.379307262927,1.1569651536045533,0
-117.72509111147693,105.3159375117776,3.2944326533326542,3.403570521181785,1
-123.24747923812001,140.64999779931472,3.901361583712614,6.232250517338434,1
-69.8964338512528,41.05894453115234,67.18281796652361,1.6069904300988704,0
-78.53996330406385,23.568111888458326,62.94506765836313,1.0844652612711598,0
-78.39769840478445,37.35485158689389,40.150651884833394,1.3310334045433627,0
-77.58972966740635,48.8404539636105,55.52633406252003,1.5844198379844483,0
-80.5900377607685,26.739523139179617,55.42575910207259,1.801225623991536,0
-78.65651519561203,42.07267329398944,70.04217444539343,0.17482127135789982,0
-88.68850604898394,30.016145608117085,68.61982902375172,1.4688149514749398,0
-72.09563560619405,27.495922660302824,54.87598971814172,1.2339192569584687,0
-65.32548812229905,37.314693520941674,56.246010104809926,1.222745738165376,0
